Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
5_Aug_2024,Canada Masters,Hard,R32,5,42,Alejandro Davidovich Fokina [ESP] d. (3)Medvedev,6-4 1-6 6-2, (ch),1.01,12.00%,5.30%,62.70%,74.50%,32.10%,7-Mar,1:55
29_Jul_2024,Paris Olympics,Clay,R16,5,19,(13)Felix Auger Aliassime [CAN] d. (4)Medvedev,6-3 7-6(5),,0.63,7.10%,4.30%,70.00%,73.50%,42.90%,4-Mar,
29_Jul_2024,Paris Olympics,Clay,R32,5,55,(4)Medvedev d. Sebastian Ofner [AUT],6-2 6-2, (ch),1.92,0.00%,0.00%,95.70%,72.70%,100.00%,2-Feb,
29_Jul_2024,Paris Olympics,Clay,R64,5,80,(4)Medvedev d. Rinky Hijikata [AUS],6-2 6-1,,2.05,7.70%,0.00%,64.10%,72.00%,64.30%,0/1,
1_Jul_2024,Wimbledon,Grass,SF,5,3,(3)Carlos Alcaraz [ESP] d. (5)Medvedev,6-7(1) 6-3 6-4 6-4, (ch),0.83,3.80%,4.60%,68.70%,65.60%,53.70%,15-Sep,2:55
1_Jul_2024,Wimbledon,Grass,QF,5,1,(5)Medvedev d. (1)Jannik Sinner [ITA],6-7(7) 6-4 7-6(4) 2-6 6-3, (ch),0.88,8.60%,6.30%,68.40%,76.50%,45.50%,6-Mar,4:00
1_Jul_2024,Wimbledon,Grass,R16,5,10,(5)Medvedev d. (10)Grigor Dimitrov [BUL],5-3 RET, (ch),1.5,26.10%,4.30%,60.90%,64.30%,66.70%,2-Jan,0:40
1_Jul_2024,Wimbledon,Grass,R32,5,41,(5)Medvedev d. Jan Lennard Struff [GER],6-1 6-3 4-6 7-6(3),,1.44,12.50%,4.80%,72.10%,78.70%,58.60%,4-Feb,2:17
1_Jul_2024,Wimbledon,Grass,R64,5,102,(5)Medvedev d. Alexandre Muller [FRA],6-7(3) 7-6(4) 6-4 7-5,,1.26,9.50%,3.40%,64.20%,74.70%,60.40%,7-May,3:28
1_Jul_2024,Wimbledon,Grass,R128,5,88,(5)Medvedev d. Aleksandar Kovacevic [USA],6-3 6-4 6-2,,1.53,19.80%,4.90%,65.40%,79.20%,60.70%,3-Mar,1:46
17_Jun_2024,Halle,Grass,R16,5,42,Zhizhen Zhang [CHN] d. (3)Medvedev,6-3 2-6 7-6(5),,1.1,14.10%,5.40%,63.00%,81.00%,44.10%,5-Mar,2:05
17_Jun_2024,Halle,Grass,R32,5,51,(3)Medvedev d. Nuno Borges [POR],7-6(4) 6-4,,1.06,12.00%,5.30%,60.00%,75.60%,56.70%,6-May,1:31
27_May_2024,Roland Garros,Clay,R16,5,11,(11)Alex De Minaur [AUS] d. (5)Medvedev,4-6 6-2 6-1 6-3,,0.72,6.10%,1.80%,57.00%,61.50%,44.90%,14-Jul,
27_May_2024,Roland Garros,Clay,R32,5,34,(5)Medvedev d. Tomas Machac [CZE],7-6(4) 7-5 1-6 6-4,,1,9.40%,6.00%,62.40%,65.60%,50.00%,15-Oct,
27_May_2024,Roland Garros,Clay,R64,5,57,(5)Medvedev d. Miomir Kecmanovic [SRB],6-1 5-0 RET,,2.62,19.40%,3.20%,87.10%,85.20%,25.00%,0/0,
27_May_2024,Roland Garros,Clay,R128,5,65,(5)Medvedev d. Dominik Koepfer [GER],6-3 6-4 5-7 6-3,,1.36,0.90%,2.80%,67.60%,76.70%,42.90%,0/4,
6_May_2024,Rome Masters,Clay,R16,4,16,(14)Tommy Paul [USA] d. (2)Medvedev,6-1 6-4,,0.72,2.40%,4.80%,45.20%,57.90%,43.50%,6-Jan,1:13
6_May_2024,Rome Masters,Clay,R32,4,121,(2)Medvedev d. (Q)Hamad Medjedovic [SRB],7-6(5) 2-6 7-5,,0.91,6.00%,8.50%,57.30%,68.70%,42.00%,13-Aug,2:50
6_May_2024,Rome Masters,Clay,R64,4,40,(2)Medvedev d. Jack Draper [GBR],7-5 6-4,,1.22,4.30%,2.90%,50.00%,82.90%,40.00%,10-Jul,1:47
22_Apr_2024,Madrid Masters,Clay,QF,4,31,(30)Jiri Lehecka [CZE] d. (3)Medvedev,6-4 0-0 RET,,0.46,3.00%,3.00%,69.70%,65.20%,60.00%,3-Feb,0:41
22_Apr_2024,Madrid Masters,Clay,R16,4,18,(3)Medvedev d. (17)Alexander Bublik [KAZ],7-6(3) 6-4,,1.26,0.00%,3.10%,56.90%,67.60%,60.70%,4-Feb,1:44
22_Apr_2024,Madrid Masters,Clay,R32,4,26,(3)Medvedev d. (25)Sebastian Korda [USA],5-7 7-6(4) 6-3,,1.09,6.00%,0.90%,66.40%,76.60%,51.30%,11-Sep,2:25
22_Apr_2024,Madrid Masters,Clay,R64,4,36,(3)Medvedev d. Matteo Arnaldi [ITA],2-6 6-4 6-4,,1.31,3.70%,6.20%,64.20%,82.70%,51.70%,5-Mar,2:03
8_Apr_2024,Monte Carlo Masters,Clay,R16,4,17,(15)Karen Khachanov [RUS] d. (4)Medvedev,6-3 7-5,,0.72,5.80%,9.30%,60.50%,61.50%,38.20%,9-May,1:53
8_Apr_2024,Monte Carlo Masters,Clay,R32,4,40,(4)Medvedev d. (WC)Gael Monfils [FRA],6-2 6-4, (ch),1.79,0.00%,8.00%,48.00%,83.30%,61.50%,2-Jan,1:28
18_Mar_2024,Miami Masters,Hard,SF,4,3,(2)Jannik Sinner [ITA] d. (3)Medvedev,6-1 6-2, (ch),0.53,6.00%,4.00%,64.00%,53.10%,38.90%,9-May,1:09
18_Mar_2024,Miami Masters,Hard,QF,4,23,(3)Medvedev d. (22)Nicolas Jarry [CHI],6-2 7-6(7), (ch),1.37,9.40%,4.70%,70.30%,80.00%,57.90%,1-Jan,1:41
18_Mar_2024,Miami Masters,Hard,R16,4,50,(3)Medvedev d. Dominik Koepfer [GER],7-6(5) 6-0,,1.41,12.50%,1.80%,71.40%,70.00%,56.30%,0/1,1:29
18_Mar_2024,Miami Masters,Hard,R32,4,31,(3)Medvedev d. (30)Cameron Norrie [GBR],7-5 6-1,,1.38,10.90%,7.30%,58.20%,71.90%,52.20%,3-Jan,1:21
18_Mar_2024,Miami Masters,Hard,R64,4,86,(3)Medvedev d. Marton Fucsovics [HUN],6-4 6-2, (ch),1.48,9.10%,5.50%,67.30%,81.10%,55.60%,2-Feb,1:19
4_Mar_2024,Indian Wells Masters,Hard,F,4,2,(2)Carlos Alcaraz [ESP] d. (4)Medvedev,7-6(5) 6-1, (ch),0.62,3.80%,3.80%,60.80%,62.50%,45.20%,10-Jul,1:42
4_Mar_2024,Indian Wells Masters,Hard,SF,4,17,(4)Medvedev d. (17)Tommy Paul [USA],1-6 7-6(3) 6-2, (ch),0.95,1.90%,2.90%,62.10%,59.40%,41.00%,11-Jun,2:23
4_Mar_2024,Indian Wells Masters,Hard,QF,4,7,(4)Medvedev d. (7)Holger Rune [DEN],7-5 6-4,,1.32,5.50%,1.40%,60.30%,68.20%,62.10%,8-Jun,1:59
4_Mar_2024,Indian Wells Masters,Hard,R16,4,13,(4)Medvedev d. (13)Grigor Dimitrov [BUL],6-4 6-4, (ch),1.69,9.80%,3.90%,60.80%,83.90%,65.00%,2-Jan,1:16
4_Mar_2024,Indian Wells Masters,Hard,R32,4,29,(4)Medvedev d. (29)Sebastian Korda [USA],6-4 5-7 6-3, (ch),1.15,2.30%,11.50%,50.60%,70.50%,41.90%,9-Feb,2:31
4_Mar_2024,Indian Wells Masters,Hard,R64,4,64,(4)Medvedev d. Roberto Carballes Baena [ESP],6-2 6-3, (ch),1.77,2.10%,2.10%,58.30%,82.10%,60.00%,2-Jan,1:27
26_Feb_2024,Dubai,Hard,SF,4,18,(5)Ugo Humbert [FRA] d. (1)Medvedev,7-5 6-3, (ch),0.88,8.20%,5.50%,57.50%,66.70%,45.20%,9-Jun,1:50
26_Feb_2024,Dubai,Hard,QF,4,24,(1)Medvedev d. (8)Alejandro Davidovich Fokina [ESP],6-2 6-3, (ch),1.45,5.50%,7.30%,61.80%,73.50%,52.40%,5-Apr,1:17
26_Feb_2024,Dubai,Hard,R16,4,48,(1)Medvedev d. Lorenzo Sonego [ITA],3-6 6-3 6-3,,1.24,0.00%,4.00%,60.00%,71.10%,66.70%,9-Jul,2:00
26_Feb_2024,Dubai,Hard,R32,4,47,(1)Medvedev d. Alexander Shevchenko [KAZ],6-3 7-5, (ch),1.21,3.20%,7.90%,63.50%,65.00%,52.20%,4-Feb,1:28
15_Jan_2024,Australian Open,Hard,F,3,4,(4)Jannik Sinner [ITA] d. (3)Medvedev,3-6 3-6 6-4 6-4 6-3, (ch),1.01,7.90%,2.20%,68.30%,75.80%,45.50%,9-May,3:44
15_Jan_2024,Australian Open,Hard,SF,3,6,(3)Medvedev d. (6)Alexander Zverev [GER],5-7 3-6 7-6(4) 7-6(5) 6-3, (ch),1.01,9.00%,3.80%,60.30%,76.60%,56.50%,10-May,4:18
15_Jan_2024,Australian Open,Hard,QF,3,9,(3)Medvedev d. (9)Hubert Hurkacz [POL],7-6(4) 2-6 6-3 5-7 6-4, (ch),0.81,6.10%,5.60%,61.10%,78.20%,41.40%,15-Oct,3:59
15_Jan_2024,Australian Open,Hard,R16,3,69,(3)Medvedev d. Nuno Borges [POR],6-3 7-6(4) 5-7 6-1, (ch),1.2,9.00%,7.60%,63.40%,75.00%,45.30%,11-Jul,3:07
15_Jan_2024,Australian Open,Hard,R32,3,30,(3)Medvedev d. (27)Felix Auger Aliassime [CAN],6-3 6-4 6-3, (ch),1.27,9.30%,4.70%,64.00%,78.20%,48.40%,2-Jan,2:09
15_Jan_2024,Australian Open,Hard,R64,3,53,(3)Medvedev d. Emil Ruusuvuori [FIN],3-6 6-7(1) 6-4 7-6(1) 6-0, (ch),1.1,13.10%,4.60%,59.40%,70.20%,45.10%,13/18,4:23
15_Jan_2024,Australian Open,Hard,R128,3,144,(3)Medvedev d. (Q)Terence Atmane [FRA],5-7 6-2 6-4 1-0 RET,,1.29,10.00%,4.40%,60.00%,72.20%,58.30%,8-May,2:37
13_Nov_2023,Tour Finals,Hard,SF,3,4,(4)Jannik Sinner [ITA] d. (3)Medvedev,6-3 6-7(4) 6-1, (ch),0.87,11.40%,2.30%,62.50%,80.00%,36.40%,7-Apr,2:29
13_Nov_2023,Tour Finals,Hard,RR,3,2,(2)Carlos Alcaraz [ESP] d. (3)Medvedev,6-4 6-4, (ch),0.75,5.40%,5.40%,67.90%,73.70%,44.40%,5-Mar,1:20
13_Nov_2023,Tour Finals,Hard,RR,3,5,(3)Medvedev d. (5)Andrey Rublev [RUS],6-4 6-2, (ch),1.46,15.60%,4.70%,56.30%,83.30%,50.00%,7-Jul,1:31
13_Nov_2023,Tour Finals,Hard,RR,3,7,(3)Medvedev d. (7)Alexander Zverev [GER],7-6(7) 6-4, (ch),1.2,5.70%,2.90%,72.90%,78.40%,52.60%,4-Mar,1:45
30_Oct_2023,Paris Masters,Hard,R32,3,17,Grigor Dimitrov [BUL] d. (3)Medvedev,6-3 6-7(4) 7-6(2), (ch),0.82,5.30%,7.10%,59.30%,65.70%,50.00%,8-Apr,2:54
23_Oct_2023,Vienna,Hard,F,3,4,(2)Jannik Sinner [ITA] d. (1)Medvedev,7-6(7) 4-6 6-3, (ch),0.92,9.80%,6.10%,66.70%,64.80%,40.90%,16-Dec,3:06
23_Oct_2023,Vienna,Hard,SF,3,7,(1)Medvedev d. (4)Stefanos Tsitsipas [GRE],6-4 7-6(6), (ch),1.26,7.40%,2.90%,72.10%,83.70%,57.90%,3-Mar,1:44
23_Oct_2023,Vienna,Hard,QF,3,16,(1)Medvedev d. (8)Karen Khachanov [RUS],6-3 3-6 6-3, (ch),1.14,6.70%,4.50%,62.90%,80.40%,48.50%,0/1,2:15
23_Oct_2023,Vienna,Hard,R16,3,17,(1)Medvedev d. Grigor Dimitrov [BUL],3-6 6-2 6-4, (ch),1.03,15.40%,4.40%,59.30%,74.10%,45.90%,9-Jun,2:06
23_Oct_2023,Vienna,Hard,R32,3,38,(1)Medvedev d. Arthur Fils [FRA],6-4 6-2, (ch),3.64,12.20%,0.00%,75.60%,90.30%,80.00%,0/0,1:15
2_Oct_2023,Shanghai Masters,Hard,R32,3,26,(26)Sebastian Korda [USA] d. (2)Medvedev,7-6(8) 6-2, (ch),0.9,10.00%,6.70%,68.30%,80.50%,47.40%,3-Jan,1:28
2_Oct_2023,Shanghai Masters,Hard,R64,3,98,(2)Medvedev d. Cristian Garin [CHI],6-3 6-3, (ch),1.42,12.70%,10.90%,65.50%,80.60%,36.80%,9-Jul,1:31
27_Sep_2023,Beijing,Hard,F,3,7,(6)Jannik Sinner [ITA] d. (2)Medvedev,7-6(2) 7-6(2), (ch),0.69,7.70%,5.10%,73.10%,75.40%,52.40%,5-May,2:01
27_Sep_2023,Beijing,Hard,SF,3,10,(2)Medvedev d. (8)Alexander Zverev [GER],6-4 6-3, (ch),1.55,14.00%,1.80%,71.90%,80.50%,68.80%,4-Apr,1:25
27_Sep_2023,Beijing,Hard,QF,3,36,(2)Medvedev d. Ugo Humbert [FRA],6-4 3-6 6-1, (ch),1.23,8.50%,11.00%,65.90%,68.50%,46.40%,5-Jan,2:06
27_Sep_2023,Beijing,Hard,R16,3,12,(2)Medvedev d. Alex De Minaur [AUS],7-6(3) 6-3, (ch),1.18,4.10%,10.80%,63.50%,74.50%,40.70%,3-Jan,1:57
27_Sep_2023,Beijing,Hard,R32,3,13,(2)Medvedev d. Tommy Paul [USA],6-2 6-1, (ch),2.02,18.00%,6.00%,68.00%,85.30%,43.80%,4-Mar,1:20
28_Aug_2023,US Open,Hard,F,3,2,(2)Novak Djokovic [SRB] d. (3)Medvedev,6-3 7-6(5) 6-3, (ch),0.77,5.70%,5.70%,65.10%,71.00%,37.80%,6-Mar,3:17
28_Aug_2023,US Open,Hard,SF,3,1,(3)Medvedev d. (1)Carlos Alcaraz [ESP],7-6(3) 6-1 3-6 6-3,,1.28,7.00%,7.80%,64.30%,81.90%,50.00%,9-Aug,3:19
28_Aug_2023,US Open,Hard,QF,3,8,(3)Medvedev d. (8)Andrey Rublev [RUS],6-4 6-3 6-4, (ch),1.09,8.00%,9.00%,55.00%,74.50%,28.90%,13-Aug,2:48
28_Aug_2023,US Open,Hard,R16,3,13,(3)Medvedev d. (13)Alex De Minaur [AUS],2-6 6-4 6-1 6-2, (ch),1.22,10.60%,5.80%,64.40%,80.60%,40.50%,6-Apr,2:40
28_Aug_2023,US Open,Hard,R32,3,32,(3)Medvedev d. Sebastian Baez [ARG],6-2 6-2 7-6(6), (ch),1.25,10.00%,5.80%,61.70%,71.60%,41.30%,12-Oct,2:40
28_Aug_2023,US Open,Hard,R64,3,69,(3)Medvedev d. Christopher Oconnell [AUS],6-2 6-2 6-7(6) 6-2, (ch),1.48,11.00%,9.20%,54.10%,81.40%,54.00%,5-Mar,3:04
28_Aug_2023,US Open,Hard,R128,3,,(3)Medvedev d. Attila Balazs [HUN],6-1 6-1 6-0, (ch),2.51,14.80%,5.60%,66.70%,86.10%,50.00%,0/0,1:14
14_Aug_2023,Cincinnati Masters,Hard,R16,3,17,(16)Alexander Zverev [GER] d. (3)Medvedev,6-4 5-7 6-4, (ch),1.08,5.60%,7.80%,53.30%,83.30%,47.60%,8-May,2:32
14_Aug_2023,Cincinnati Masters,Hard,R32,3,18,(3)Medvedev d. Lorenzo Musetti [ITA],6-3 6-2, (ch),1.55,5.60%,9.30%,63.00%,82.40%,40.00%,0/1,1:17
7_Aug_2023,Canada Masters,Hard,QF,3,18,Alex De Minaur [AUS] d. (2)Medvedev,7-6(7) 7-5, (ch),0.78,9.20%,8.00%,52.90%,54.30%,56.10%,8-Apr,2:03
7_Aug_2023,Canada Masters,Hard,R16,3,19,(2)Medvedev d. (16)Lorenzo Musetti [ITA],6-4 6-4, (ch),1.27,3.60%,9.10%,61.80%,82.40%,47.60%,2-Jan,1:33
7_Aug_2023,Canada Masters,Hard,R32,3,66,(2)Medvedev d. (Q)Matteo Arnaldi [ITA],6-2 7-5, (ch),1.42,14.80%,8.20%,70.50%,72.10%,66.70%,3-Mar,1:26
3_Jul_2023,Wimbledon,Grass,SF,3,1,(1)Carlos Alcaraz [ESP] d. (3)Medvedev,6-3 6-3 6-3, (ch),0.68,6.30%,5.00%,58.80%,70.20%,30.30%,14-Aug,1:50
3_Jul_2023,Wimbledon,Grass,QF,3,43,(3)Medvedev d. Christopher Eubanks [USA],6-4 1-6 4-6 7-6(4) 6-1, (ch),1.41,22.60%,4.00%,69.40%,79.10%,63.20%,7-Apr,2:58
3_Jul_2023,Wimbledon,Grass,R16,3,37,(3)Medvedev d. Jiri Lehecka [CZE],6-4 6-2 RET, (ch),1.94,19.10%,4.30%,61.70%,96.60%,44.40%,0/0,1:31
3_Jul_2023,Wimbledon,Grass,R32,3,67,(3)Medvedev d. Marton Fucsovics [HUN],4-6 6-3 6-4 6-4, (ch),1.12,4.70%,3.90%,76.40%,76.30%,40.00%,5-Apr,3:04
3_Jul_2023,Wimbledon,Grass,R64,3,35,(3)Medvedev d. Adrian Mannarino [FRA],6-3 6-3 7-6(5), (ch),1.32,7.10%,4.10%,65.30%,76.60%,50.00%,6-Apr,2:24
3_Jul_2023,Wimbledon,Grass,R128,3,391,(3)Medvedev d. (WC)Arthur Fery [GBR],7-5 6-4 6-3, (ch),1.38,8.00%,3.40%,64.40%,78.60%,48.40%,4-Feb,2:12
19_Jun_2023,Halle,Grass,QF,3,23,(8)Roberto Bautista Agut [ESP] d. (1)Medvedev,7-5 7-6(3), (ch),0.68,13.60%,4.50%,68.20%,71.70%,42.90%,7-May,1:53
19_Jun_2023,Halle,Grass,R16,3,65,(1)Medvedev d. Laslo Djere [SRB],6-3 6-7(5) 6-3, (ch),1.32,6.90%,6.90%,66.30%,79.10%,47.10%,7-May,2:10
19_Jun_2023,Halle,Grass,R32,3,57,(1)Medvedev d. (Q)Marcos Giron [USA],6-4 6-3, (ch),1.01,13.80%,1.50%,75.40%,67.30%,62.50%,3-Mar,1:11
12_Jun_2023,s Hertogenbosch,Grass,R16,3,52,Adrian Mannarino [FRA] d. (1)Medvedev,4-6 6-4 6-2, (ch),0.86,10.40%,6.50%,58.40%,71.10%,46.90%,6-Jan,1:59
29_May_2023,Roland Garros,Clay,R128,2,172,(Q)Thiago Seyboth Wild [BRA] d. (2)Medvedev,7-6(5) 6-7(6) 2-6 6-3 6-4, (ch),0.94,7.60%,8.10%,64.30%,67.20%,43.90%,19-Dec,4:16
8_May_2023,Rome Masters,Clay,F,3,7,(3)Medvedev d. (7)Holger Rune [DEN],7-5 7-5, (ch),1.21,7.70%,6.20%,64.60%,76.20%,43.50%,5-Mar,1:42
8_May_2023,Rome Masters,Clay,SF,3,5,(3)Medvedev d. (5)Stefanos Tsitsipas [GRE],7-5 7-5, (ch),1.21,3.20%,3.20%,58.10%,83.30%,46.20%,0/2,1:47
8_May_2023,Rome Masters,Clay,QF,3,101,(3)Medvedev d. (Q)Yannick Hanfmann [GER],6-2 6-2, (ch),1.42,11.80%,10.30%,55.90%,73.70%,36.70%,6-Apr,1:20
8_May_2023,Rome Masters,Clay,R16,3,22,(3)Medvedev d. (19)Alexander Zverev [GER],6-2 7-6(3), (ch),1.45,2.90%,4.40%,64.70%,81.80%,50.00%,3-Feb,1:56
8_May_2023,Rome Masters,Clay,R32,3,38,(3)Medvedev d. (31)Bernabe Zapata Miralles [ESP],3-6 6-1 6-3, (ch),1.25,8.50%,7.00%,64.80%,71.70%,56.00%,7-May,1:53
8_May_2023,Rome Masters,Clay,R64,3,43,(3)Medvedev d. Emil Ruusuvuori [FIN],6-4 6-2, (ch),1.26,11.10%,3.70%,64.80%,71.40%,42.10%,0/2,1:28
24_Apr_2023,Madrid Masters,Clay,R16,3,121,(Q)Aslan Karatsev [RUS] d. (2)Medvedev,7-6(1) 6-4, (ch),0.73,6.60%,0.00%,70.50%,67.40%,61.10%,0/2,1:36
24_Apr_2023,Madrid Masters,Clay,R32,3,96,(2)Medvedev d. (Q)Alexander Shevchenko [KAZ],4-6 6-1 7-5, (ch),1.14,3.40%,5.00%,56.30%,65.70%,48.10%,13-Sep,2:42
24_Apr_2023,Madrid Masters,Clay,R64,3,164,(2)Medvedev d. (Q)Andrea Vavassori [ITA],6-4 6-3, (ch),1.64,7.10%,7.10%,62.50%,77.10%,71.40%,3-Mar,1:22
10_Apr_2023,Monte Carlo Masters,Clay,QF,5,9,(6)Holger Rune [DEN] d. (3)Medvedev,6-3 6-4, (ch),0.68,1.70%,3.40%,62.10%,58.30%,63.60%,5-Feb,1:17
10_Apr_2023,Monte Carlo Masters,Clay,R16,5,16,(3)Medvedev d. (13)Alexander Zverev [GER],3-6 7-5 7-6(7), (ch),1.08,2.90%,7.80%,54.40%,71.40%,40.40%,11-May,3:05
10_Apr_2023,Monte Carlo Masters,Clay,R32,5,45,(3)Medvedev d. (WC)Lorenzo Sonego [ITA],6-3 6-2, (ch),1.71,3.80%,7.50%,56.60%,90.00%,47.80%,1-Jan,1:28
20_Mar_2023,Miami Masters,Hard,F,5,11,(4)Medvedev d. (10)Jannik Sinner [ITA],7-5 6-3, (ch),1.58,14.30%,9.50%,58.70%,86.50%,46.20%,6-Apr,1:34
20_Mar_2023,Miami Masters,Hard,SF,5,16,(4)Medvedev d. (14)Karen Khachanov [RUS],7-6(5) 3-6 6-3, (ch),0.87,14.00%,6.50%,68.80%,75.00%,55.20%,6-Apr,2:17
20_Mar_2023,Miami Masters,Hard,QF,5,119,(4)Medvedev d. (Q)Christopher Eubanks [USA],6-3 7-5, (ch),1.31,12.70%,7.00%,62.00%,81.80%,44.40%,6-May,1:29
20_Mar_2023,Miami Masters,Hard,R16,5,79,(4)Medvedev d. Quentin Halys [FRA],6-4 6-2, (ch),1.68,13.20%,5.70%,73.60%,82.10%,50.00%,0/0,1:10
20_Mar_2023,Miami Masters,Hard,R32,5,56,(4)Medvedev d. Alex Molcan [SVK],W/O,,,,,,,,,
20_Mar_2023,Miami Masters,Hard,R64,5,84,(4)Medvedev d. Roberto Carballes Baena [ESP],6-1 6-2, (ch),2.01,6.40%,2.10%,66.00%,77.40%,68.80%,1-Jan,1:02
6_Mar_2023,Indian Wells Masters,Hard,F,6,2,(1)Carlos Alcaraz [ESP] d. (5)Medvedev,6-3 6-2, (ch),0.53,0.00%,4.20%,64.60%,61.30%,41.20%,0/3,1:10
6_Mar_2023,Indian Wells Masters,Hard,SF,6,16,(5)Medvedev d. (14)Frances Tiafoe [USA],7-5 7-6(4), (ch),1.45,12.00%,2.70%,58.70%,79.50%,64.50%,3-Jan,1:46
6_Mar_2023,Indian Wells Masters,Hard,QF,6,28,(5)Medvedev d. (23)Alejandro Davidovich Fokina [ESP],6-3 7-5, (ch),1.4,5.70%,10.00%,55.70%,84.60%,54.80%,6-Jun,1:46
6_Mar_2023,Indian Wells Masters,Hard,R16,6,14,(5)Medvedev d. (12)Alexander Zverev [GER],6-7(5) 7-6(5) 7-5, (ch),1.03,9.20%,3.80%,66.40%,74.70%,54.50%,15/17,3:17
6_Mar_2023,Indian Wells Masters,Hard,R32,6,85,(5)Medvedev d. Ilya Ivashka [BLR],6-2 3-6 6-1, (ch),1.24,10.50%,7.90%,61.80%,74.50%,48.30%,7-May,1:45
6_Mar_2023,Indian Wells Masters,Hard,R64,6,48,(5)Medvedev d. Brandon Nakashima [USA],6-4 6-3, (ch),1.55,10.70%,3.60%,58.90%,72.70%,69.60%,6-Jun,1:26
27_Feb_2023,Dubai,Hard,F,7,6,(3)Medvedev d. (2)Andrey Rublev [RUS],6-2 6-2, (ch),2.5,22.50%,2.50%,72.50%,82.80%,72.70%,0/0,1:08
27_Feb_2023,Dubai,Hard,SF,7,1,(3)Medvedev d. (1)Novak Djokovic [SRB],6-4 6-4, (ch),1.05,12.90%,1.60%,58.10%,77.80%,50.00%,0/1,1:35
27_Feb_2023,Dubai,Hard,QF,7,20,(3)Medvedev d. (8)Borna Coric [CRO],6-3 6-2, (ch),2.04,9.30%,7.00%,60.50%,76.90%,64.70%,2-Jan,1:21
