,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
2013-02-15,50.70383786669359,66.95134881617074,56.69707185941011,49.76646823547629,91.8573016086958,32.70453592997359,51.040458628821646,29.81767603533145,28.20624475626972,74.05366207401659
2013-02-18,50.35450816878979,65.6638950025735,55.68416530715108,49.780468753132716,92.05831655256955,32.42251610768718,51.256274379866916,29.259854446615584,28.12093219584723,72.89989154133485
2013-02-19,50.061975772263764,65.68746498254923,55.178787574265655,49.64798076361872,93.04212558820902,32.26343724126997,51.602140073777925,28.921450952520487,28.258769953517177,74.14406611618494
2013-02-20,48.895291893686796,65.06177797734905,55.40666508141307,49.547120943978506,93.39295292680877,32.08764808002385,51.625377054215164,28.81849245805704,28.547361704869903,74.28155306554794
2013-02-21,49.08275653810491,64.80087547194918,55.14270095852145,49.41929093542418,93.77572925271738,31.975959564344738,51.74426685787057,29.49874329435415,28.829880418600705,74.03258533913956
2013-02-22,49.68782514561627,64.57248909506612,54.03718334693105,49.083802952146414,91.82440007776457,31.822228093243993,51.691051090925,30.02299850312769,28.915621128377357,73.73283219192463
2013-02-25,50.11822369870976,63.10948791835469,54.15727284762684,49.417507813346504,90.43839989587846,32.09736875374707,51.84012289874908,29.907383037203992,29.08902513751932,75.68459799563637
2013-02-26,50.23399448337016,63.29455800466214,53.92599318266789,49.13265560296495,91.21698841914233,31.881639243756624,51.867275918707186,29.768984984677267,29.235143050081884,75.97568788093275
2013-02-27,50.7721162698117,62.99773528582813,53.814260648811974,48.81699589346848,90.73201124442282,31.958259621630173,52.19085119572023,29.50866782226487,29.498997883399003,77.20041789287227
2013-02-28,51.00449723056079,64.2951141705976,53.459730672154116,48.40145887483316,89.00009487493932,32.29801454090988,52.4763443973065,29.515545099081116,29.593242768363226,76.25493959481187
2013-03-01,52.26400057795156,64.47753549831027,53.62819604560977,48.763737553441,89.60944810662545,32.41882114744785,52.188396187260224,29.75293534997584,30.24762874993962,77.59921077164805
2013-03-04,53.11100140434395,64.19280529633774,53.139668630573524,48.77758816477506,89.68057028369734,32.6940227298426,51.46725195814736,30.27160639631668,30.21985846805014,77.17437866178419
2013-03-05,52.61719017312523,63.050905384296506,53.528428529470595,48.81158535720038,88.45013481181029,32.34280983173986,51.298285590955594,30.756948194505174,30.104161328461124,75.6987428398601
2013-03-06,52.519176206220976,62.87217418689756,52.048725566277795,48.80119154908773,88.20196621012549,32.45674078829546,52.04615899914435,31.174209233673803,30.012201260872374,74.77540562963526
2013-03-07,53.883123332931596,63.00775174493491,52.16399977087426,48.8853978647207,88.46813017296363,32.465946291775296,51.836096464135494,31.065937096271075,30.056055154582996,74.38153853818667
2013-03-08,53.538215261752285,63.06799817158852,52.01542168990773,49.471942085936476,86.14778093433914,32.72739689144066,52.379109101719635,30.38116147841083,29.912570236415625,74.09320981296102
2013-03-11,52.83621540377014,62.51437369580959,51.36259351083778,50.133952175243614,87.14667460732802,33.05165451247922,52.70515407685091,30.043504631447725,29.722808864021793,74.57354128638735
2013-03-12,52.237813475682444,62.962906040947885,51.22051629067825,49.99919894998778,87.82661097784971,33.15819536720314,52.557197487694864,30.41866122884322,29.39198562235482,75.10145832767667
2013-03-13,52.568967332144524,62.787073530121745,51.420238097285,49.56878874402977,88.6408318538183,33.11506454200308,52.34120196248504,30.785531601594283,29.200041241927185,73.87360261627046
2013-03-14,51.804256390171616,63.154644780394925,50.71335755631455,50.237181392473914,86.8495305133245,33.522679997868785,52.42679510878017,30.733486353846466,28.99728759888618,74.20611205174804
2013-03-15,51.81284704856007,63.91177813852773,50.810823172890665,50.33754023818652,86.60374455148667,33.52688004433002,52.5861403084732,30.195700277105082,28.599731732120574,74.89031497237268
2013-03-18,51.92695896805911,63.804596749761345,50.83441749565769,50.51086603133127,86.1734671996067,33.332674588740836,52.674996852604856,29.885138494491056,28.71368624048779,73.42842812909588
2013-03-19,52.47892344728493,64.17287423275758,51.029939454024564,50.95923065149011,87.89089160233388,33.66971158265369,51.946805423408996,29.531460469935833,28.562402785092512,73.524799556143
2013-03-20,52.772749558177026,63.70827358574044,51.142166331098,50.70832848037427,87.28223126905607,33.29125086451028,51.531343755631454,29.06585549710556,28.244343173725767,74.27163950914426
2013-03-21,52.31407724182811,65.49916449268073,51.446684630992436,50.81381299380269,86.62081798799827,33.49711844009665,51.32880395946963,29.106598827127506,29.017394110410986,74.28562882204716
2013-03-22,52.93215048962493,65.06185193791326,51.46464537847895,51.57008967046886,86.22729869835506,34.011344905171484,51.679188280714044,29.01350267107608,29.239887289026367,75.2911600348776
2013-03-25,53.28262757578301,64.01620956228791,51.0745712123537,51.5080796689835,86.12504215844088,34.14896737661227,51.740886784203674,28.611410933913668,29.325593041181225,75.77843160007117
2013-03-26,53.60298194490835,64.78817334139356,51.57714483185494,51.75287736036889,86.20045986426136,33.76767635679311,51.96374874685355,28.719084754530122,29.45899635459106,74.78244831677625
2013-03-27,53.06888472191369,65.49451592502572,51.55506003346314,52.04206278204059,86.34612681434817,33.79168962921011,52.394044548337504,28.586439270801115,29.494626109714524,74.48546787899811
2013-03-28,52.872575019601726,65.27714452160588,51.663162028151646,51.87616330210577,87.50891596873757,33.56683060132205,52.319743998346155,28.454345415514577,29.932232206316634,74.65342338393016
2013-03-29,53.435992829176584,64.29960094293604,51.81994866530057,52.28649801198539,87.68017009672788,33.872819358953734,52.12706752509159,28.93546306707968,30.68146655217609,74.41345153051905
2013-04-01,53.2326087910915,65.29962776507642,52.70836151669105,52.12254647660577,87.35669904140144,33.83271231149583,51.59071529723365,28.627977437413378,30.366417819676737,73.72359901573745
2013-04-02,53.24296855379818,65.47401744320939,53.58037773482948,51.77111174900425,88.28050613999929,33.810452929601084,51.61142757988616,28.86677975191574,30.051009352217076,74.10452811835614
2013-04-03,53.357932728411384,65.83644509357649,53.773009452141494,52.80513778602345,87.96063464532861,33.735369173585504,51.389839153614865,28.719102718980654,29.87663205694241,75.1967991302017
2013-04-04,54.13138961403501,65.49833465245368,53.36219477894476,53.059886875093476,87.50917005608346,33.90527155044773,51.48385060263317,28.29663494311162,30.359834301343383,76.82237963978898
2013-04-05,53.83742108282316,65.22038107292956,53.500790880082114,53.218298287255834,88.1889032688602,34.44956041306917,51.44508720585677,28.080717762179958,29.92173084069605,76.21645514797775
2013-04-08,53.84871699998365,66.48991517642395,53.27102828087616,53.35513066799847,88.28258718683513,34.78759225070894,52.57514948618529,28.018014465392746,29.81969360816331,77.4037073289675
2013-04-09,54.23704526876003,67.84690711573087,53.679903453856944,53.278492657074075,88.93697500087225,35.13921629916885,53.00155912470434,28.262974189644588,30.224697322931405,78.70582000244757
2013-04-10,55.00266507755364,68.3790616274904,53.66809239846411,53.41372639944255,90.19019791049027,34.970314793473776,53.2018189023067,28.2201028681428,30.29153347820995,80.02324501658322
2013-04-11,55.134684801234286,68.43275666057819,52.937400437600296,53.75477997869199,90.90458660487397,35.56378065413095,53.08846017719401,28.335617857867838,30.379710804098487,81.57911844448468
2013-04-12,55.11281557218908,68.64609642880252,53.288518163650835,53.873667278742396,90.55323155082783,35.63657966102998,53.59241404454111,28.059794841490433,30.432218487632305,81.02496735121454
2013-04-15,55.78886299823361,67.59673288193227,52.999387049627124,54.08413778808909,92.1218700404567,35.6426209329145,53.35980584327262,28.68699629933871,30.019206277503436,79.010327448821
2013-04-16,56.05874017910983,67.26463095157737,52.45727476207581,54.41855572687479,92.44150303540707,35.49097484664127,52.7888907874101,28.954627521797878,30.220956870253435,78.85948015305135
2013-04-17,57.108275855771865,66.57909499299215,51.68679766845266,54.196191476278685,92.33554494662265,35.5291422493571,52.659645051331154,29.096824558474722,29.83914358172068,80.12624471004911
2013-04-18,57.09294479882419,67.3857678608822,51.90774033866403,54.433268428703364,93.03428159236545,35.69703733421106,52.990985892930965,29.584710708121854,29.9567179527518,80.97530314540685
2013-04-19,57.07339453611506,68.43672925936055,51.58909026097461,55.23461538556421,93.23935776347503,35.35196785030916,53.07178970050949,29.400374952631907,30.243024983136227,80.47341432591456
2013-04-22,56.85578839753816,67.07125540962758,51.298159706421586,54.22468946703145,91.4153739597392,35.449082625197285,53.3514262600563,29.484863979056914,29.874785048351914,80.22804900769155
2013-04-23,56.8841003503107,66.26184173434058,52.088236353181074,54.633135391406014,91.31910641396539,35.49777436003974,53.484211030145076,28.860941756364006,29.78907996511855,79.63176809557261
2013-04-24,56.36097257696037,66.04227301802682,53.037132553301106,54.927185128727665,90.8807600420189,35.68816846357436,54.157201315606194,29.186939882149005,29.832007836993835,79.18424778467752
2013-04-25,56.77646365236312,66.35618230741416,53.58085747443154,55.26227487564718,92.05649645434279,35.612332438548194,54.814253377620396,29.34525027975713,30.549636973776018,78.80756881361164
2013-04-26,57.77701878430094,66.56866719312374,53.3024914487241,55.13681515899814,91.75855715114926,35.734907671379545,55.065235888112184,29.22632540704254,30.572865107207953,80.86206933788411
2013-04-29,58.79037642884825,66.95124767104393,53.41180318848192,55.27429735086539,92.46117832416707,35.50492453377179,54.982258173964084,28.760195283931875,30.736267636702387,81.54817984110396
2013-04-30,58.54508496977669,68.07853521246172,52.77111689363206,54.683107069085786,92.61405396323362,35.754375091148425,55.75075399553391,28.662651671143873,31.08511887500189,81.63181815773139
2013-05-01,58.477727429426224,68.7289973024097,53.157920372487816,54.06794280010609,94.03477174694396,36.15271112883991,55.506282498263076,28.81643847128061,31.268231287929996,81.94676838889905
2013-05-02,58.19562047328304,68.23300440701583,53.11931072569858,54.577786975472634,94.71151487333371,36.0721917878152,55.88076023953655,27.966920344611815,31.61424243046636,80.37413249363667
2013-05-03,58.02111950779602,67.42481951302761,52.382373715809585,55.08003845360202,94.32136739756953,36.14482311418959,55.83835503422821,28.108496213888035,31.612540620718868,79.14650607891045
2013-05-06,58.6190507481687,67.11881081263594,51.5797419550008,54.94845511176958,95.82150598342433,36.375264371858925,55.67728776910199,28.04897849765866,31.51535824569073,81.0838602194773
2013-05-07,58.86925265540812,67.45304218215573,52.17095186197693,55.10839626893779,95.6699041367081,36.363261768294954,55.687906710471545,28.06749159630182,31.78490620812713,81.21881812955313
2013-05-08,59.32315048522793,67.43359551108105,52.250847378700364,54.324118270986816,96.48138851110869,36.447541903877934,56.15905554468715,27.24385644697282,32.46651700174607,81.14804777893694
2013-05-09,59.99997576494401,66.74226874395092,52.61156963553744,53.94848094122794,95.77970857264674,36.98108294424068,56.09176190818495,27.335566074060832,32.76688418304454,81.63020714009551
2013-05-10,60.120125035952825,67.0201396346873,53.96753019116116,53.98560101254966,96.09912218198258,37.35378786645611,56.69724672337274,27.765056666874,33.06155605466425,80.80412002246143
2013-05-13,61.11843622228692,66.2759490571273,54.182756963288725,53.74612091414294,96.00015161348865,37.45538942495997,56.862821049928776,27.939477437915873,33.64826060403318,81.2867689953366
2013-05-14,61.005530547620296,66.96401951895253,54.88418004942153,53.286814438435,96.60528781864699,37.68228758426127,56.76883514746809,28.382653158242498,33.63682033345461,81.47991521910922
2013-05-15,60.9350779395147,66.9819657658139,54.2705257449364,52.72495560842622,98.15321483720372,37.40558970773009,56.27723864943827,27.707733386073023,33.36644285417707,80.10056180279416
2013-05-16,61.952109467366455,67.77645712060628,53.98516437010717,53.72766296714413,99.50904599128526,37.409719867143295,55.18447859484209,28.456985673809708,32.98101220946645,78.66886657000697
2013-05-17,62.60661525863543,69.60997851846442,54.881423757360544,54.05122467655703,100.38877295978735,37.767786834140864,55.64343199763175,28.6624406305633,33.134200240815936,78.94199041806613
2013-05-20,62.180918294204844,69.38852342652852,53.90353726555564,54.015619337120505,99.3081848866709,37.381047334515806,55.66560434977369,29.05677948347926,33.411622094327186,77.41205779461791
2013-05-21,61.61628728633431,70.06446884101427,53.35664220045656,53.93490755867609,99.91919622312061,37.08570139236085,55.69985442415851,28.629917007901124,33.17519049560293,77.66084048310543
2013-05-22,60.69842847586189,70.34923982505627,53.31029353192334,54.165548135276225,100.25623400853151,37.47988915651986,55.78326916638208,28.502582379840753,33.196106646674735,78.19768929654116
2013-05-23,60.759744662316464,70.3949185869202,52.93909550511441,53.92442593952564,98.72866732517632,37.94306215217311,55.198341556348204,28.25845447651852,32.90358198552983,78.87979253903616
2013-05-24,60.617455650368896,71.33897277987842,52.603368467719555,54.07466567253694,97.9475818771591,38.57204928213139,54.68094284942487,28.354573773982167,33.115092203884046,79.26964089574807
2013-05-27,60.54023565970965,71.247276044939,52.62988811476213,54.046308348087926,98.99468883606625,39.249891359960344,54.467863096511074,27.96832490781829,33.07427563584383,81.71353115110503
2013-05-28,60.099435310096304,72.48511971910033,53.57798071564731,53.85706497927826,99.6824641810578,39.79920627710769,54.372676545308494,27.93803619951899,32.90804389319869,80.88519555280763
2013-05-29,59.75178165135065,71.53648800325514,53.55451393084597,53.55239885812075,99.85371337064926,39.28885820542844,54.49020640700306,28.165407866013105,32.213118530298495,81.11539886087282
2013-05-30,60.503986838423174,70.67965166771475,54.52044433168501,53.79742788308866,99.20710903608462,39.32355191587538,54.78824919125584,28.237786469959687,32.43259505850711,80.35587740806992
2013-05-31,60.63634990955801,69.64337508350849,54.44076790295317,53.45606146216976,98.33816163286279,39.65339539933834,55.273083526123386,28.443674959836123,32.056183890179575,80.04905352121621
2013-06-03,61.39096287584731,69.80570977859458,55.83077661682282,53.703259040384204,98.70662402520055,39.65942511267415,55.41831805840155,28.46602436939537,32.364413032209455,81.12095824304599
2013-06-04,60.95448432868754,68.80863338181138,54.72617243912176,53.910003472187675,97.54225176061748,38.93133646145078,55.51647748596656,29.19282432466912,32.32456418172341,81.75040902504605
2013-06-05,61.0356882629547,68.75232549549634,55.264227315488625,53.83536776657831,97.86253842561887,39.054588627283465,55.24333545832406,29.52154590132725,32.28865200874962,81.05876899729655
2013-06-06,61.38871214702051,68.12985001916785,55.29095702644948,53.87705605114021,99.03497405270123,39.219120987958945,55.25581365011984,29.83087666284714,32.78259538218283,81.66069572997274
2013-06-07,61.42764400009002,67.19827185221394,54.66316067310636,53.77246319180089,98.33772723834836,39.10819042852231,55.24049894489802,29.983319433193298,32.723622628164094,82.01013739292219
2013-06-10,61.499064582264566,65.81468873932545,54.09813018697047,53.732435133341646,97.01475484503953,39.22423885666688,55.90530713618,30.393962876136968,32.62915481286002,83.40764000279654
2013-06-11,61.62116281262928,65.5965625993089,53.76499246290537,53.6424020088778,96.60720527112707,39.251840492429714,55.9687595319458,30.402209925498745,32.765337723125256,84.54304341962806
2013-06-12,62.22782817051629,64.61193915708843,52.370114326057724,54.06343300197289,95.24161805856606,39.12472188480901,55.367034662018014,29.778213484530077,32.87539309686273,85.07292003597892
2013-06-13,61.91179959535268,62.84742255663127,52.002092227789454,54.228870888229196,93.71832685573727,39.113914839189924,55.3114312818681,29.91606424473847,32.84843185451943,83.94622762538982
2013-06-14,62.67217986400806,62.79235737484233,52.03949879190943,53.90739561726866,93.24464644933988,38.84267909694655,55.22691147131688,30.491851466663945,32.420011311678486,82.36144095458707
2013-06-17,63.61208855245674,62.712339028559335,51.74012626638795,54.40986734331537,92.78168913239108,39.422213467373176,55.57545521471769,30.419183650023843,33.18754728640338,81.96660282861579
2013-06-18,64.10846845933031,62.948700136835065,52.49070739907563,55.13684225700952,93.05364377583443,39.28828183030793,55.857390338803015,30.26726189004598,33.94490555632674,82.29891289947079
2013-06-19,63.914441430174776,63.07274285616014,51.766119217317545,54.74698951543179,94.18691757798153,39.05504303580781,55.346638294501126,30.421136542385256,34.34075263981989,82.88924057913225
2013-06-20,64.57296770033366,62.61091399082612,51.03788398054518,55.43239213093455,94.00532769716402,38.9894440314889,55.957904749124644,30.676170591910527,34.53603228795507,85.1153737922029
2013-06-21,64.20304363294161,63.223458780849576,51.07975669448994,55.57641864911317,95.65709574500123,39.183150162821605,56.25516020211314,31.09742357614089,34.45575425150512,84.46412698385383
2013-06-24,63.585810028620386,61.89217405153959,52.10686200024308,55.11969298631666,95.33817388009314,39.08154899707759,56.401323532179276,31.338981585011133,34.7329494241532,83.82600764714698
2013-06-25,63.5160645637329,62.08516715808935,51.985991131211925,55.84087346502715,96.04479614627274,39.35253444540271,56.7588426653983,31.81303325476783,34.84951240201739,82.76517882045758
2013-06-26,63.79821683796718,61.680741811152366,51.71271610251005,56.13491637703139,97.40583823909208,39.384666901819116,56.9243280715339,32.46748397775243,34.98203976548686,85.40004625703256
2013-06-27,64.18537597915444,60.56469959395787,52.10816798864087,56.34735827415456,98.81402803240816,39.630586094777875,56.89928985482598,32.09054171044907,34.911058547611795,84.61097049642457
2013-06-28,63.856905696946,60.938737638872574,53.02453322616879,56.559704362365416,97.69243346789384,39.80405394888771,57.51886673600242,31.913827254003802,34.88268054248863,84.76195079078789
2013-07-01,63.40356969574725,61.34757686631768,52.957942116141865,56.7655390335028,96.86373950625102,39.66539126218243,57.867214694298525,31.78721414190331,35.50000615706361,84.42184285727254
2013-07-02,63.576582049024836,61.978740919867306,52.228308896912274,56.042976270106294,95.17469004140304,39.9733769858802,57.56562530380993,32.655930464505545,35.28988331479228,84.50381520238739
2013-07-03,64.57473061255155,63.37927543745455,53.478145795944776,56.67640997061801,96.52939481756773,40.31819264123175,58.08152643119657,32.62478603880467,35.13576266742061,84.89959037163712
2013-07-04,64.50197294808501,63.0807566958252,53.86083001039366,57.13221691749739,96.75923840155417,40.821353378623115,57.583833979708196,32.57133166195779,34.87749682606817,83.10154916358925
2013-07-05,64.48432388668503,63.00843561280217,54.71983866747895,57.458862980453304,95.83905439973785,41.451722555782275,58.235185564223144,32.84502341437966,34.8373752208943,82.36803255515645
2013-07-08,64.28484096549045,63.74289865964513,55.82757449571941,58.19838013140998,95.60691222501245,41.191674364530314,58.37735068558856,32.25251511723247,34.983194376683294,82.35851344451412
2013-07-09,64.02733687212756,62.66681691542336,56.0787209585778,57.98078437026191,94.36260757635043,40.245938455414574,58.31044759636739,32.80412908674567,35.55527227134304,81.76025399389142
2013-07-10,63.686198164229204,62.97276537494103,55.503266205151014,58.13609465981256,95.20242093080365,40.62632468456262,58.27752846979741,32.761230170048044,35.229768254787935,81.0211969304564
2013-07-11,63.57951335097075,63.22422598705426,56.0460288628238,57.821937676545836,96.74131872153274,40.577217875050245,58.30753197287529,32.53103974641618,34.37801630575839,81.88800931299103
2013-07-12,64.07235630229843,63.07129850547827,56.11992692835893,58.11121385950215,95.2318339512133,40.417207178103496,58.696618895488726,32.11589552232125,34.4804831085757,80.6395171753499
2013-07-15,64.39889894531882,63.07468608399941,55.21796798224857,58.67588357834965,94.60994840889543,40.156509334009506,58.773771099848155,32.53768837773361,34.13425899722485,80.69283644532071
2013-07-16,64.70335782891493,63.56808486937767,55.3671334423005,58.56965973370947,93.8195761204314,40.189389873050295,58.26826767528078,31.50940158341509,34.254250345311334,81.47054266334091
2013-07-17,63.26252066852952,62.823626871262356,55.6186972717961,59.47819621670106,94.02640119202849,39.982716035140164,58.19118231984473,31.942942714279933,33.99891064307774,80.68931016471322
2013-07-18,62.99884229454807,62.18566642684248,55.65903563211044,60.24917761436443,94.51649565493122,39.93867917434068,58.073088217067685,31.415190641112243,34.28613549042446,80.62771224566225
2013-07-19,62.92153993602244,64.34212821132418,55.922430565298434,59.96501198250315,94.17374396378477,40.3249647477439,58.18483773790815,30.972510774867803,34.644545770724356,80.15565726514971
2013-07-22,64.11623624258374,65.16180109212223,55.77838069516573,60.65923903941211,94.4627352683849,40.66904409164553,58.486489094910205,30.80523981721002,34.493917760745084,81.33788219663028
2013-07-23,63.94123813052928,64.88359772333887,55.21835705770268,60.88003227562713,96.62484536610101,40.35094783695038,58.49934455440931,31.313039615447916,34.48995011806649,81.80547769773575
2013-07-24,63.315658439547036,65.15676577179724,55.09474206501783,61.3582813197667,98.00391721852675,41.19929400067078,58.84182046331229,31.494890286498162,34.58360101427568,81.66425763489222
2013-07-25,63.55895720498634,64.97602739497941,55.20973028456244,62.036086710739916,97.12547352854733,41.59372361258002,59.52761910676408,31.523368526675466,33.86308654812613,81.22462989348625
2013-07-26,64.40263411832483,65.01629826971724,54.7025817116078,61.8681599606475,98.00028963489355,41.7749846513564,59.420979436139376,31.45363354808529,33.74931045602911,80.39783798375342
2013-07-29,65.46052534822972,64.86022598766063,55.46505394676334,62.69528945866655,99.29685758714442,41.75639510994969,59.70826037152155,31.557783644664596,33.526345570617465,80.91566677731696
2013-07-30,64.74635730264002,65.65798929897977,55.19713870771436,62.807716217091816,99.68273783484669,41.67404709274182,60.00976733131935,31.408247645100353,33.824283076053604,79.73171248974074
2013-07-31,64.86079754875557,67.04452856217506,54.69543215989845,62.535672705543355,100.26419319850127,41.734718513800146,60.20049803532982,31.62293666321381,34.084545255337815,80.86953529605586
2013-08-01,65.15536281384476,66.89957084241121,55.101078486136906,63.51715066513534,100.37483554145267,41.497657570207,60.80653241096039,31.652156387060437,33.37812508016673,81.81006149607097
2013-08-02,64.85051682032105,66.82942020651895,55.28137335872864,63.64128249455608,101.20835167487672,41.38005702245532,61.08848812195413,31.58965853505533,33.64100343677154,82.46289683977291
2013-08-05,64.295627334982,67.58672537582628,54.98037291230136,64.05973342644582,101.75293887258883,41.99021285960962,61.01737261044383,31.502078291453003,33.63625630401007,82.26859079420821
2013-08-06,64.83392019915935,66.47401597452604,54.384748747332196,63.582264781949526,102.66520092193704,42.50583041545974,60.95224612371435,31.47895729482489,33.64356737729012,83.34831608648751
2013-08-07,64.28424349792807,66.6236992206694,54.92140957004341,63.85530552839879,102.99560074329266,42.87179631382717,59.64651841020403,31.666245222099803,33.40257244880519,81.50815047871639
2013-08-08,64.64009505791313,67.63595703508132,54.91158454016429,64.39580170801132,105.00109563672417,43.39723828534761,60.5507857281916,32.07137988375863,33.52971146620731,80.3588664448672
2013-08-09,64.51948406419692,67.03584142583345,56.143546338225626,64.35793417903733,105.19322278091795,43.62902109798988,60.63021301994463,32.692125630976335,33.35085108747688,80.60848091436596
